date,banking_beta,equity_returns_inv,equity_volatility,debt_spread,empi,fsi_variance_equal,banking_beta_std,equity_returns_inv_std,equity_volatility_std,debt_spread_std,empi_std
2021-05-01,1.1657523217133736,-0.003098091989468088,0.0822653566843257,,-0.26055888715694575,0.2920599426969267,0.31273683240953604,0,1.0258124471746553,,-0.17030950879648452
2021-06-01,1.1714181230310037,-0.03204116413477642,0.08132151820351803,,2.392846904860933,0.7185491629362537,0.33921968101303684,0,0.9894078380334677,,1.5455691326985106
2021-07-01,1.1592081860085817,-0.036642514556360695,0.0811592399885553,,4.923913318008956,1.111907920539474,0.28214851040616906,0,0.9831486367951451,,3.1823345349565817
2021-08-01,1.1547440390452715,-0.052845925409105377,0.08138064810274308,,-0.12540763526022952,0.29251492433307485,0.2612823837022108,0,0.9916885257926736,,-0.08291121216258511
2021-09-01,1.142010142096189,-0.1174128704239834,0.08307958170011018,,2.8724443807150197,0.7786726161804995,0.2017621417929533,0,1.0572177607482722,,1.8557105621807728
2021-10-01,1.1313294345829097,-0.030011771173196422,0.0814822199324692,,-0.37788630803245704,0.2253158500352339,0.151838831003304,0,0.9956062329386784,,-0.24618166380104678
2021-11-01,1.114120729630912,-0.07051098118412291,0.07823666753362792,,4.06482681365856,0.8921535327309147,0.0714026310102021,0,0.8704226671807391,,2.6267888327327173
2021-12-01,1.0809646474282493,-0.11876907099547473,0.07782225041899402,,-0.37129550493019536,0.13223613850451946,-0.08357412444468702,0,0.8544382658383022,,-0.2419195873755373
2022-01-01,1.0806170667605222,-0.10126427681887407,0.07660100379579646,,-5.0,-0.6282575363399434,-0.08519877128365722,0,0.8073338015824504,,-3.2351651756585666
2022-02-01,1.0843268434960067,-0.02319664803373378,0.07640966203230767,,0.13740492945392152,0.2047841915316411,-0.06785868995519262,0,0.7999535959076045,,0.08704186017415246
2022-03-01,1.0546960761904844,0.12477123041841942,0.08551558402833166,,1.3642433451662288,0.45630513798941685,-0.20635756779546643,0,1.1511763293266994,,0.8804017904264345
